action_type,activity_comment,activity_id,activity_properties,assay_chembl_id,assay_description,assay_type,assay_variant_accession,assay_variant_mutation,bao_endpoint,bao_format,bao_label,canonical_smiles,data_validity_comment,data_validity_description,document_chembl_id,document_journal,document_year,ligand_efficiency,molecule_chembl_id,molecule_pref_name,parent_molecule_chembl_id,pchembl_value,potential_duplicate,qudt_units,record_id,relation,src_id,standard_flag,standard_relation,standard_text_value,standard_type,standard_units,standard_upper_value,standard_value,target_chembl_id,target_organism,target_pref_name,target_tax_id,text_value,toid,type,units,uo_units,upper_value,value
,,51803,[],CHEMBL857692,Inhibitory concentration against HCV NS3 protease was determined,B,,,BAO_0000190,BAO_0000357,single protein format,CCNC(=O)C(=O)[C@H](CC)NC(=O)[C@H](CC1CCCCC1)NC(=O)[C@@H](NC(=O)[C@H](CC(C)C)NC(=O)c1cnccn1)[C@@H](C)CC,,,CHEMBL1136650,Bioorg Med Chem Lett,2003,"{'bei': '8.92', 'le': '0.17', 'lle': '3.53', 'sei': '3.05'}",CHEMBL13370,,CHEMBL13370,5.75,0,http://www.openphacts.org/units/Nanomolar,12762,=,1,1,=,,IC50,nM,,1800.0,CHEMBL4620,Hepatitis C virus genotype 1a (isolate 1) (HCV),Hepatitis C virus polyprotein,11104,,,IC50,uM,UO_0000065,,1.8
,,53208,[],CHEMBL857692,Inhibitory concentration against HCV NS3 protease was determined,B,,,BAO_0000190,BAO_0000357,single protein format,C=CCNC(=O)C(=O)[C@H](CC)NC(=O)[C@H](CC1CCCCC1)NC(=O)[C@@H](NC(=O)[C@H](CC(C)C)NC(=O)c1cnccn1)[C@@H](C)CC,,,CHEMBL1136650,Bioorg Med Chem Lett,2003,"{'bei': '8.49', 'le': '0.16', 'lle': '3.20', 'sei': '2.96'}",CHEMBL265345,,CHEMBL265345,5.57,0,http://www.openphacts.org/units/Nanomolar,12763,=,1,1,=,,IC50,nM,,2700.0,CHEMBL4620,Hepatitis C virus genotype 1a (isolate 1) (HCV),Hepatitis C virus polyprotein,11104,,,IC50,uM,UO_0000065,,2.7
,,56918,[],CHEMBL857692,Inhibitory concentration against HCV NS3 protease was determined,B,,,BAO_0000190,BAO_0000357,single protein format,CC[C@H](NC(=O)[C@H](CC1CCCCC1)NC(=O)[C@@H](NC(=O)[C@H](CC(C)C)NC(=O)c1cnccn1)[C@@H](C)CC)C(=O)C(=O)NCC(=O)O,,,CHEMBL1136650,Bioorg Med Chem Lett,2003,"{'bei': '9.85', 'le': '0.19', 'lle': '5.37', 'sei': '2.94'}",CHEMBL13256,,CHEMBL13256,6.64,0,http://www.openphacts.org/units/Nanomolar,12754,=,1,1,=,,IC50,nM,,230.0,CHEMBL4620,Hepatitis C virus genotype 1a (isolate 1) (HCV),Hepatitis C virus polyprotein,11104,,,IC50,uM,UO_0000065,,0.23
,,58110,[],CHEMBL857692,Inhibitory concentration against HCV NS3 protease was determined,B,,,BAO_0000190,BAO_0000357,single protein format,CC[C@H](NC(=O)[C@H](CC1CCCCC1)NC(=O)[C@@H](NC(=O)[C@H](CC(C)C)NC(=O)c1cnccn1)[C@@H](C)CC)C(=O)C(=O)N1CCOCC1,,,CHEMBL1136650,Bioorg Med Chem Lett,2003,,CHEMBL13155,,CHEMBL13155,,0,http://www.openphacts.org/units/Nanomolar,12760,>,1,1,>,,IC50,nM,,60000.0,CHEMBL4620,Hepatitis C virus genotype 1a (isolate 1) (HCV),Hepatitis C virus polyprotein,11104,,,IC50,uM,UO_0000065,,60.0
,,59300,[],CHEMBL857692,Inhibitory concentration against HCV NS3 protease was determined,B,,,BAO_0000190,BAO_0000357,single protein format,C=CCNC(=O)C(=O)[C@H](CC)NC(=O)[C@@H]1CCCN1C(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@H](CCC(=O)O)NC(=O)[C@@H](N)CC(=O)O)C(C)C)C(C)C,,,CHEMBL1136650,Bioorg Med Chem Lett,2003,"{'bei': '8.98', 'le': '0.17', 'lle': '8.20', 'sei': '2.25'}",CHEMBL13443,,CHEMBL13443,6.38,0,http://www.openphacts.org/units/Nanomolar,12742,=,1,1,=,,IC50,nM,,420.0,CHEMBL4620,Hepatitis C virus genotype 1a (isolate 1) (HCV),Hepatitis C virus polyprotein,11104,,,IC50,uM,UO_0000065,,0.42
,,59301,[],CHEMBL857692,Inhibitory concentration against HCV NS3 protease was determined,B,,,BAO_0000190,BAO_0000357,single protein format,CC[C@H](NC(=O)[C@H](CC1CCCCC1)NC(=O)[C@@H](NC(=O)[C@H](CC(C)C)NC(=O)c1cnccn1)[C@@H](C)CC)C(=O)C(=O)N[C@@H](CCCCN)C(=O)O,,,CHEMBL1136650,Bioorg Med Chem Lett,2003,"{'bei': '6.86', 'le': '0.13', 'lle': '3.34', 'sei': '2.03'}",CHEMBL266222,,CHEMBL266222,5.11,0,http://www.openphacts.org/units/Nanomolar,12746,=,1,1,=,,IC50,nM,,7700.0,CHEMBL4620,Hepatitis C virus genotype 1a (isolate 1) (HCV),Hepatitis C virus polyprotein,11104,,,IC50,uM,UO_0000065,,7.7
,,59302,[],CHEMBL857692,Inhibitory concentration against HCV NS3 protease was determined,B,,,BAO_0000190,BAO_0000357,single protein format,CC[C@H](C)[C@H](NC(=O)[C@H](CC(C)C)NC(=O)c1cnccn1)C(=O)N[C@@H](CC1CCCCC1)C(=O)NC1(C(=O)C(=O)NCC(=O)O)CC1,,,CHEMBL1136650,Bioorg Med Chem Lett,2003,,CHEMBL275116,,CHEMBL275116,,0,http://www.openphacts.org/units/Nanomolar,12744,>,1,1,>,,IC50,nM,,60000.0,CHEMBL4620,Hepatitis C virus genotype 1a (isolate 1) (HCV),Hepatitis C virus polyprotein,11104,,,IC50,uM,UO_0000065,,60.0
,,64708,[],CHEMBL857692,Inhibitory concentration against HCV NS3 protease was determined,B,,,BAO_0000190,BAO_0000357,single protein format,CC[C@H](NC(=O)[C@H](CC1CCCCC1)NC(=O)[C@@H](NC(=O)[C@H](CC(C)C)NC(=O)c1cnccn1)[C@@H](C)CC)C(=O)C(=O)N[C@H](C)C(=O)O,,,CHEMBL1136650,Bioorg Med Chem Lett,2003,,CHEMBL13664,,CHEMBL13664,,0,http://www.openphacts.org/units/Nanomolar,12750,>,1,1,>,,IC50,nM,,60000.0,CHEMBL4620,Hepatitis C virus genotype 1a (isolate 1) (HCV),Hepatitis C virus polyprotein,11104,,,IC50,uM,UO_0000065,,60.0
,,64709,[],CHEMBL857692,Inhibitory concentration against HCV NS3 protease was determined,B,,,BAO_0000190,BAO_0000357,single protein format,CC[C@H](NC(=O)[C@H](CC1CCCCC1)NC(=O)[C@@H](NC(=O)[C@H](CC(C)C)NC(=O)c1cnccn1)[C@@H](C)CC)C(=O)C(=O)NC(C)(C)C(=O)O,,,CHEMBL1136650,Bioorg Med Chem Lett,2003,,CHEMBL13181,,CHEMBL13181,,0,http://www.openphacts.org/units/Nanomolar,12749,>,1,1,>,,IC50,nM,,60000.0,CHEMBL4620,Hepatitis C virus genotype 1a (isolate 1) (HCV),Hepatitis C virus polyprotein,11104,,,IC50,uM,UO_0000065,,60.0
,,66021,[],CHEMBL857692,Inhibitory concentration against HCV NS3 protease was determined,B,,,BAO_0000190,BAO_0000357,single protein format,CC[C@H](NC(=O)[C@H](CC1CCCCC1)NC(=O)[C@@H](NC(=O)[C@H](CC(C)C)NC(=O)c1cnccn1)[C@@H](C)CC)C(=O)C(=O)N[C@@H](C)C(=O)O,,,CHEMBL1136650,Bioorg Med Chem Lett,2003,"{'bei': '8.56', 'le': '0.16', 'lle': '4.23', 'sei': '2.61'}",CHEMBL274451,,CHEMBL274451,5.89,0,http://www.openphacts.org/units/Nanomolar,12751,=,1,1,=,,IC50,nM,,1300.0,CHEMBL4620,Hepatitis C virus genotype 1a (isolate 1) (HCV),Hepatitis C virus polyprotein,11104,,,IC50,uM,UO_0000065,,1.3
,,66022,[],CHEMBL857692,Inhibitory concentration against HCV NS3 protease was determined,B,,,BAO_0000190,BAO_0000357,single protein format,CC[C@H](C)[C@H](NC(=O)[C@H](CC(C)C)NC(=O)c1cnccn1)C(=O)N[C@@H](CC1CCCCC1)C(=O)N[C@@H](CC(F)F)C(=O)C(=O)NCC(=O)O,,,CHEMBL1136650,Bioorg Med Chem Lett,2003,"{'bei': '10.17', 'le': '0.20', 'lle': '5.70', 'sei': '3.20'}",CHEMBL275290,,CHEMBL275290,7.22,0,http://www.openphacts.org/units/Nanomolar,12743,=,1,1,=,,IC50,nM,,60.0,CHEMBL4620,Hepatitis C virus genotype 1a (isolate 1) (HCV),Hepatitis C virus polyprotein,11104,,,IC50,uM,UO_0000065,,0.06
,,68444,[],CHEMBL857692,Inhibitory concentration against HCV NS3 protease was determined,B,,,BAO_0000190,BAO_0000357,single protein format,CC[C@H](NC(=O)[C@H](CC1CCCCC1)NC(=O)[C@@H](NC(=O)[C@H](CC(C)C)NC(=O)c1cnccn1)[C@@H](C)CC)C(=O)C(=O)NCC(=O)OC,,,CHEMBL1136650,Bioorg Med Chem Lett,2003,"{'bei': '7.61', 'le': '0.15', 'lle': '3.88', 'sei': '2.44'}",CHEMBL264215,,CHEMBL264215,5.24,0,http://www.openphacts.org/units/Nanomolar,12756,=,1,1,=,,IC50,nM,,5800.0,CHEMBL4620,Hepatitis C virus genotype 1a (isolate 1) (HCV),Hepatitis C virus polyprotein,11104,,,IC50,uM,UO_0000065,,5.8
,,108393,[],CHEMBL692689,Inhibition of HCV NS5B polymerase,B,,,BAO_0000190,BAO_0000357,single protein format,CC(=O)c1ccc(-c2cc(NS(=O)(=O)c3ccccc3C)c(C(=O)O)s2)cc1,,,CHEMBL1148275,Bioorg Med Chem Lett,2004,"{'bei': '14.09', 'le': '0.29', 'lle': '1.42', 'sei': '5.82'}",CHEMBL167155,,CHEMBL167155,5.85,0,http://www.openphacts.org/units/Nanomolar,326843,=,1,1,=,,IC50,nM,,1400.0,CHEMBL4620,Hepatitis C virus genotype 1a (isolate 1) (HCV),Hepatitis C virus polyprotein,11104,,,IC50,uM,UO_0000065,,1.4
,,108396,[],CHEMBL692689,Inhibition of HCV NS5B polymerase,B,,,BAO_0000190,BAO_0000357,single protein format,O=C(Nc1ccc(Cl)cc1)Nc1cc(-c2ccccc2)sc1C(=O)O,,,CHEMBL1148275,Bioorg Med Chem Lett,2004,,CHEMBL167283,,CHEMBL167283,,0,http://www.openphacts.org/units/Nanomolar,326836,>,1,1,>,,IC50,nM,,50000.0,CHEMBL4620,Hepatitis C virus genotype 1a (isolate 1) (HCV),Hepatitis C virus polyprotein,11104,,,IC50,uM,UO_0000065,,50.0
,,113951,[],CHEMBL692689,Inhibition of HCV NS5B polymerase,B,,,BAO_0000190,BAO_0000357,single protein format,Cc1ccc(C(=O)Nc2cc(-c3ccccc3)sc2C(=O)O)cc1,,,CHEMBL1148275,Bioorg Med Chem Lett,2004,"{'bei': '14.58', 'le': '0.28', 'lle': '0.25', 'sei': '7.41'}",CHEMBL349461,,CHEMBL349461,4.92,1,http://www.openphacts.org/units/Nanomolar,326837,=,1,1,=,,IC50,nM,,12000.0,CHEMBL4620,Hepatitis C virus genotype 1a (isolate 1) (HCV),Hepatitis C virus polyprotein,11104,,,IC50,uM,UO_0000065,,12.0
,,115110,[],CHEMBL692689,Inhibition of HCV NS5B polymerase,B,,,BAO_0000190,BAO_0000357,single protein format,Cc1ccccc1C(=O)Nc1cc(-c2ccccc2)sc1C(=O)O,,,CHEMBL1148275,Bioorg Med Chem Lett,2004,"{'bei': '14.39', 'le': '0.28', 'lle': '0.18', 'sei': '7.31'}",CHEMBL167299,,CHEMBL167299,4.85,0,http://www.openphacts.org/units/Nanomolar,326838,=,1,1,=,,IC50,nM,,14000.0,CHEMBL4620,Hepatitis C virus genotype 1a (isolate 1) (HCV),Hepatitis C virus polyprotein,11104,,,IC50,uM,UO_0000065,,14.0
,,118897,[],CHEMBL692689,Inhibition of HCV NS5B polymerase,B,,,BAO_0000190,BAO_0000357,single protein format,Cc1ccccc1S(=O)(=O)Nc1cc(C(=O)O)sc1-c1ccccc1,,,CHEMBL1148275,Bioorg Med Chem Lett,2004,,CHEMBL354354,,CHEMBL354354,,0,http://www.openphacts.org/units/Nanomolar,326839,>,1,1,>,,IC50,nM,,50000.0,CHEMBL4620,Hepatitis C virus genotype 1a (isolate 1) (HCV),Hepatitis C virus polyprotein,11104,,,IC50,uM,UO_0000065,,50.0
,,120073,[],CHEMBL692689,Inhibition of HCV NS5B polymerase,B,,,BAO_0000190,BAO_0000357,single protein format,O=C(Nc1cc(-c2ccccc2)sc1C(=O)O)Oc1ccc(Cl)cc1,,,CHEMBL1148275,Bioorg Med Chem Lett,2004,"{'bei': '13.07', 'le': '0.27', 'lle': '-0.49', 'sei': '6.46'}",CHEMBL349659,,CHEMBL349659,4.89,0,http://www.openphacts.org/units/Nanomolar,326846,=,1,1,=,,IC50,nM,,13000.0,CHEMBL4620,Hepatitis C virus genotype 1a (isolate 1) (HCV),Hepatitis C virus polyprotein,11104,,,IC50,uM,UO_0000065,,13.0
,,121354,[],CHEMBL692689,Inhibition of HCV NS5B polymerase,B,,,BAO_0000190,BAO_0000357,single protein format,Cc1ccccc1S(=O)(=O)Nc1cc(-c2ccc(S(C)(=O)=O)cc2)sc1C(=O)O,,,CHEMBL1148275,Bioorg Med Chem Lett,2004,"{'bei': '12.72', 'le': '0.27', 'lle': '2.11', 'sei': '4.88'}",CHEMBL166740,,CHEMBL166740,5.75,0,http://www.openphacts.org/units/Nanomolar,326841,=,1,1,=,,IC50,nM,,1800.0,CHEMBL4620,Hepatitis C virus genotype 1a (isolate 1) (HCV),Hepatitis C virus polyprotein,11104,,,IC50,uM,UO_0000065,,1.8
,,121357,[],CHEMBL692689,Inhibition of HCV NS5B polymerase,B,,,BAO_0000190,BAO_0000357,single protein format,O=C(O)C(Cc1ccccc1)N(Cc1cccc(C(F)(F)F)c1)C(=O)c1ccc(Cl)cc1Cl,,,CHEMBL1148275,Bioorg Med Chem Lett,2004,"{'bei': '11.57', 'le': '0.24', 'lle': '-0.61', 'sei': '9.97'}",CHEMBL165329,,CHEMBL165329,5.75,0,http://www.openphacts.org/units/Nanomolar,326845,=,1,1,=,,IC50,nM,,1800.0,CHEMBL4620,Hepatitis C virus genotype 1a (isolate 1) (HCV),Hepatitis C virus polyprotein,11104,,,IC50,uM,UO_0000065,,1.8
,,122564,[],CHEMBL692689,Inhibition of HCV NS5B polymerase,B,,,BAO_0000190,BAO_0000357,single protein format,Cc1ccccc1S(=O)(=O)Nc1sc(-c2ccccc2)cc1C(=O)O,,,CHEMBL1148275,Bioorg Med Chem Lett,2004,"{'bei': '12.58', 'le': '0.26', 'lle': '0.48', 'sei': '5.63'}",CHEMBL164244,,CHEMBL164244,4.70,0,http://www.openphacts.org/units/Nanomolar,326840,=,1,1,=,,IC50,nM,,20000.0,CHEMBL4620,Hepatitis C virus genotype 1a (isolate 1) (HCV),Hepatitis C virus polyprotein,11104,,,IC50,uM,UO_0000065,,20.0
,,125129,[],CHEMBL692689,Inhibition of HCV NS5B polymerase,B,,,BAO_0000190,BAO_0000357,single protein format,Cc1cc(S(=O)(=O)Nc2cc(-c3ccccc3)sc2C(=O)O)c(C)cc1Cl,,,CHEMBL1148275,Bioorg Med Chem Lett,2004,"{'bei': '12.48', 'le': '0.27', 'lle': '0.09', 'sei': '6.31'}",CHEMBL165038,,CHEMBL165038,5.27,0,http://www.openphacts.org/units/Nanomolar,326853,=,1,1,=,,IC50,nM,,5400.0,CHEMBL4620,Hepatitis C virus genotype 1a (isolate 1) (HCV),Hepatitis C virus polyprotein,11104,,,IC50,uM,UO_0000065,,5.4
,,126549,[],CHEMBL692689,Inhibition of HCV NS5B polymerase,B,,,BAO_0000190,BAO_0000357,single protein format,Cc1cc(Cl)ccc1S(=O)(=O)Nc1cc(-c2ccccc2)sc1C(=O)O,,,CHEMBL1148275,Bioorg Med Chem Lett,2004,"{'bei': '15.02', 'le': '0.32', 'lle': '1.24', 'sei': '7.34'}",CHEMBL435857,,CHEMBL435857,6.12,0,http://www.openphacts.org/units/Nanomolar,326850,=,1,1,=,,IC50,nM,,750.0,CHEMBL4620,Hepatitis C virus genotype 1a (isolate 1) (HCV),Hepatitis C virus polyprotein,11104,,,IC50,uM,UO_0000065,,0.75
,,128984,[],CHEMBL692689,Inhibition of HCV NS5B polymerase,B,,,BAO_0000190,BAO_0000357,single protein format,Cc1cccc(S(=O)(=O)Nc2cc(-c3ccccc3)sc2C(=O)O)c1,,,CHEMBL1148275,Bioorg Med Chem Lett,2004,"{'bei': '13.74', 'le': '0.28', 'lle': '0.91', 'sei': '6.15'}",CHEMBL352783,,CHEMBL352783,5.13,0,http://www.openphacts.org/units/Nanomolar,326848,=,1,1,=,,IC50,nM,,7400.0,CHEMBL4620,Hepatitis C virus genotype 1a (isolate 1) (HCV),Hepatitis C virus polyprotein,11104,,,IC50,uM,UO_0000065,,7.4
,,128987,[],CHEMBL692689,Inhibition of HCV NS5B polymerase,B,,,BAO_0000190,BAO_0000357,single protein format,Cc1ccc(S(=O)(=O)Nc2cc(-c3ccccc3)sc2C(=O)O)cc1,,,CHEMBL1148275,Bioorg Med Chem Lett,2004,"{'bei': '14.29', 'le': '0.29', 'lle': '1.12', 'sei': '6.39'}",CHEMBL168047,,CHEMBL168047,5.34,0,http://www.openphacts.org/units/Nanomolar,326849,=,1,1,=,,IC50,nM,,4600.0,CHEMBL4620,Hepatitis C virus genotype 1a (isolate 1) (HCV),Hepatitis C virus polyprotein,11104,,,IC50,uM,UO_0000065,,4.6
,,131526,[],CHEMBL692689,Inhibition of HCV NS5B polymerase,B,,,BAO_0000190,BAO_0000357,single protein format,CC(=O)c1ccc(-c2cc(NS(=O)(=O)c3ccc(C)cc3C)c(C(=O)O)s2)cc1,,,CHEMBL1148275,Bioorg Med Chem Lett,2004,"{'bei': '14.92', 'le': '0.30', 'lle': '1.68', 'sei': '6.37'}",CHEMBL354813,,CHEMBL354813,6.41,0,http://www.openphacts.org/units/Nanomolar,326842,=,1,1,=,,IC50,nM,,390.0,CHEMBL4620,Hepatitis C virus genotype 1a (isolate 1) (HCV),Hepatitis C virus polyprotein,11104,,,IC50,uM,UO_0000065,,0.39
,,136549,[],CHEMBL692689,Inhibition of HCV NS5B polymerase,B,,,BAO_0000190,BAO_0000357,single protein format,Cc1ccc(C)c(S(=O)(=O)Nc2cc(-c3ccccc3)sc2C(=O)O)c1,,,CHEMBL1148275,Bioorg Med Chem Lett,2004,"{'bei': '12.61', 'le': '0.26', 'lle': '0.36', 'sei': '5.85'}",CHEMBL349236,,CHEMBL349236,4.89,0,http://www.openphacts.org/units/Nanomolar,326852,=,1,1,=,,IC50,nM,,13000.0,CHEMBL4620,Hepatitis C virus genotype 1a (isolate 1) (HCV),Hepatitis C virus polyprotein,11104,,,IC50,uM,UO_0000065,,13.0
,,137551,[],CHEMBL692689,Inhibition of HCV NS5B polymerase,B,,,BAO_0000190,BAO_0000357,single protein format,Cc1ccccc1S(=O)(=O)Nc1cc(-c2ccccc2)sc1C(=O)O,,,CHEMBL1148275,Bioorg Med Chem Lett,2004,"{'bei': '14.15', 'le': '0.29', 'lle': '1.06', 'sei': '6.33'}",CHEMBL351020,,CHEMBL351020,5.28,0,http://www.openphacts.org/units/Nanomolar,326847,=,1,1,=,,IC50,nM,,5200.0,CHEMBL4620,Hepatitis C virus genotype 1a (isolate 1) (HCV),Hepatitis C virus polyprotein,11104,,,IC50,uM,UO_0000065,,5.2
